##! [ RR header version 0.1a ]
##! created: 24/09/2014 14:18:48
##! location: /mnt/mnemo2/damian/PaxDB/groups/paxdb_website_groups_consistent/7147.diptera.orthgroups.consistent.txt
##! interpreter: python
##! script: /mnt/mnemo2/damian/PaxDB/sources/consistent/decompress.py
##! args: 
##! machine: imlslnx-atlas
##! rundir: /mnt/mnemo2/damian/PaxDB/sources/consistent
##! script timestamp: 24/09/2014 13:58:51
##! script MD5: 3f108046336d187b95c2e42c296efb1d
##! input file: /mnt/mnemo2/damian/PaxDB/groups/og_ogid_mapping_og3/7147.paxdb.og_ogid.og3.txt timestamp: 24/09/2014 12:07:55
##! input file: /mnt/mnemo2/damian/PaxDB/groups/paxdb_mapped_consistent/7147.paxdb.orthgroups.og3.txt timestamp: 24/09/2014 13:16:49
##! input file: /mnt/mnemo2/damian/eggNOGv4/eggNOGv4_computations/eggnog4/NOG_COG/protein.shorthands.txt timestamp: 21/11/2013 17:24:45
##!
NOG04000:	7165.AGAP010314-PA 7227.FBpp0070181
NOG04403:	7165.AGAP009997-PA 7227.FBpp0085660
NOG04404:	7165.AGAP010892-PA 7227.FBpp0070944
NOG04405:	7227.FBpp0076186 7165.AGAP011463-PA
NOG04406:	7165.AGAP002395-PA 7165.AGAP000953-PA 7227.FBpp0306039
NOG04407:	7227.FBpp0303129 7165.AGAP009291-PA
NOG04408:	7165.AGAP000659-PA 7227.FBpp0070126
NOG04409:	7227.FBpp0289977 7165.AGAP005923-PA
NOG04410:	7227.FBpp0288795 7165.AGAP007761-PA
NOG04411:	7165.AGAP005297-PA 7227.FBpp0078592
NOG04412:	7227.FBpp0082187 7165.AGAP010011-PA
NOG04413:	7165.AGAP008099-PA 7227.FBpp0086402
NOG04414:	7165.AGAP000367-PA 7227.FBpp0076960
NOG04415:	7227.FBpp0085250 7165.AGAP003910-PA
NOG04416:	7227.FBpp0081209 7165.AGAP000681-PA
NOG04417:	7227.FBpp0077473 7165.AGAP007901-PA
NOG04418:	7165.AGAP002454-PA 7227.FBpp0083076
NOG04419:	7165.AGAP007010-PA 7227.FBpp0072587
NOG04420:	7165.AGAP007623-PA 7227.FBpp0088469
NOG04421:	7165.AGAP005800-PA 7227.FBpp0076312
NOG04422:	7227.FBpp0303108 7165.AGAP011378-PC 7227.FBpp0293933
NOG04423:	7165.AGAP010599-PA 7227.FBpp0071560
NOG04424:	7165.AGAP000929-PA 7227.FBpp0073424
NOG04425:	7165.AGAP000544-PA 7227.FBpp0077036
NOG04426:	7165.AGAP004086-PA 7227.FBpp0076791
NOG04427:	7165.AGAP003519-PA 7227.FBpp0293580
NOG04428:	7165.AGAP009643-PA 7227.FBpp0297103
NOG04429:	7165.AGAP003618-PB 7227.FBpp0085082
NOG04430:	7165.AGAP008087-PA 7227.FBpp0087926
NOG04431:	7165.AGAP007670-PB 7227.FBpp0088015
NOG04432:	7165.AGAP000547-PA 7227.FBpp0079203
NOG04433:	7165.AGAP009522-PA 7227.FBpp0289280
NOG04434:	7165.AGAP003722-PA 7227.FBpp0291143 7165.AGAP003721-PA 7165.AGAP012784-PA
NOG04435:	7165.AGAP000875-PA 7227.FBpp0302633
NOG04436:	7227.FBpp0078402 7165.AGAP010200-PA
NOG04437:	7227.FBpp0082457 7165.AGAP004242-PA
NOG04438:	7165.AGAP003193-PA 7227.FBpp0075595
NOG04439:	7165.AGAP008824-PA 7165.AGAP008823-PA 7227.FBpp0305885 7165.AGAP008825-PA
NOG04440:	7227.FBpp0072065 7165.AGAP005048-PA
NOG04441:	7227.FBpp0083003 7165.AGAP011357-PA
NOG04442:	7227.FBpp0078086 7165.AGAP012397-PA
NOG04443:	7165.AGAP007568-PA 7227.FBpp0288780
NOG04444:	7227.FBpp0071936 7165.AGAP005343-PA
NOG04445:	7165.AGAP004734-PA 7227.FBpp0305909
NOG04446:	7165.AGAP004448-PB 7227.FBpp0073310
NOG04447:	7165.AGAP004608-PA 7227.FBpp0081619
NOG04448:	7165.AGAP008746-PA 7227.FBpp0077328
NOG04449:	7227.FBpp0082864 7165.AGAP003645-PA
NOG04450:	7165.AGAP010935-PA 7227.FBpp0305549
NOG04451:	7227.FBpp0084051 7165.AGAP011249-PA
NOG04452:	7165.AGAP008574-PA 7227.FBpp0303232
NOG04453:	7165.AGAP010135-PA 7227.FBpp0077679
NOG04454:	7165.AGAP004655-PA 7227.FBpp0083935
NOG04455:	7165.AGAP005042-PA 7227.FBpp0076483
NOG04456:	7227.FBpp0076956 7165.AGAP000434-PA
NOG04457:	7227.FBpp0087676 7165.AGAP007586-PA
NOG04458:	7165.AGAP009154-PA 7227.FBpp0080890
NOG04459:	7227.FBpp0077310 7165.AGAP009181-PA
NOG04460:	7227.FBpp0111769 7165.AGAP008848-PA
NOG04461:	7165.AGAP004745-PA 7227.FBpp0292135
NOG04462:	7165.AGAP002993-PA 7227.FBpp0081492
NOG04463:	7227.FBpp0083345 7165.AGAP003106-PA
NOG04464:	7165.AGAP008932-PA 7227.FBpp0293060
NOG04465:	7227.FBpp0086665 7165.AGAP011530-PA
NOG04466:	7227.FBpp0070859 7165.AGAP001538-PA
NOG04467:	7227.FBpp0293548 7165.AGAP003854-PA
NOG04468:	7227.FBpp0304333 7165.AGAP008232-PA
NOG04469:	7165.AGAP011118-PA 7227.FBpp0113097
NOG04470:	7227.FBpp0076413 7165.AGAP004268-PA
NOG04471:	7227.FBpp0088048 7165.AGAP005120-PA
NOG04472:	7165.AGAP009739-PA 7227.FBpp0078760
NOG04473:	7227.FBpp0300548 7165.AGAP000930-PA
NOG04474:	7165.AGAP004584-PA 7227.FBpp0087859
NOG04475:	7165.AGAP009886-PA 7227.FBpp0077722
NOG04476:	7227.FBpp0076333 7165.AGAP006069-PA
NOG04477:	7227.FBpp0081520 7165.AGAP002898-PB
NOG04478:	7165.AGAP004254-PA 7227.FBpp0074709
NOG04479:	7165.AGAP006413-PA 7227.FBpp0071516
NOG04480:	7165.AGAP002015-PB 7227.FBpp0304991
NOG04481:	7165.AGAP003757-PA 7227.FBpp0084238 7227.FBpp0088588 7227.FBpp0112997
NOG04482:	7165.AGAP009604-PA 7227.FBpp0071470
NOG04483:	7227.FBpp0074519 7165.AGAP004294-PA
NOG04484:	7227.FBpp0073530 7165.AGAP002906-PA
NOG04485:	7165.AGAP006680-PA 7227.FBpp0084893
NOG04486:	7227.FBpp0080939 7165.AGAP008330-PA
NOG04487:	7227.FBpp0303458 7165.AGAP005034-PA
NOG04488:	7227.FBpp0297779 7165.AGAP009787-PA
NOG04489:	7227.FBpp0293268 7165.AGAP003873-PA
NOG04490:	7165.AGAP009806-PA 7227.FBpp0290673
NOG04491:	7227.FBpp0070595 7165.AGAP002397-PA
NOG04492:	7165.AGAP002691-PA 7227.FBpp0291104
NOG04493:	7165.AGAP006394-PA 7227.FBpp0075511
NOG04494:	7227.FBpp0072423 7165.AGAP000107-PA
NOG04495:	7165.AGAP005423-PA 7227.FBpp0073989
NOG04496:	7165.AGAP008843-PA 7227.FBpp0293611
NOG04497:	7165.AGAP008899-PA 7227.FBpp0081020
NOG04498:	7165.AGAP005061-PB 7227.FBpp0076152
NOG04499:	7227.FBpp0075170 7165.AGAP011334-PA
NOG04500:	7227.FBpp0075950 7165.AGAP008936-PA
NOG04501:	7227.FBpp0084679 7165.AGAP003681-PA
NOG04502:	7165.AGAP011996-PA 7227.FBpp0271764
NOG04503:	7165.AGAP003048-PA 7227.FBpp0082984
NOG04504:	7227.FBpp0298272 7165.AGAP002725-PA
NOG04505:	7227.FBpp0071229 7165.AGAP004586-PA
NOG04506:	7227.FBpp0080123 7165.AGAP009160-PA
NOG04507:	7227.FBpp0077688 7165.AGAP009991-PA
NOG04508:	7227.FBpp0084850 7165.AGAP004229-PA
NOG04509:	7165.AGAP003401-PA 7227.FBpp0082287
NOG04510:	7227.FBpp0087318 7165.AGAP012058-PA
NOG04511:	7165.AGAP000015-PA 7227.FBpp0073249
NOG04512:	7227.FBpp0083112 7165.AGAP004766-PC
NOG04513:	7227.FBpp0302752 7165.AGAP003023-PA
NOG04514:	7227.FBpp0078058 7165.AGAP006116-PA
NOG04515:	7165.AGAP007502-PA 7227.FBpp0072616
NOG04516:	7165.AGAP008265-PA 7227.FBpp0077351
NOG04517:	7165.AGAP010317-PA 7227.FBpp0078279
NOG04518:	7165.AGAP009840-PA 7227.FBpp0071045
NOG04519:	7165.AGAP002881-PB 7227.FBpp0083456
NOG04520:	7165.AGAP006520-PA 7227.FBpp0075114
NOG04521:	7165.AGAP008575-PA 7227.FBpp0079044
NOG04522:	7165.AGAP005263-PA 7227.FBpp0087536
NOG04523:	7227.FBpp0303394 7165.AGAP001683-PA
NOG04524:	7165.AGAP006126-PA 7227.FBpp0075097 7227.FBpp0083284
NOG04525:	7227.FBpp0303407 7165.AGAP004106-PA
NOG04526:	7227.FBpp0298836 7165.AGAP010394-PA
NOG04527:	7165.AGAP004488-PA 7227.FBpp0082979
NOG04528:	7165.AGAP011973-PA 7227.FBpp0293863
NOG04529:	7227.FBpp0078482 7165.AGAP013533-PA
NOG04530:	7165.AGAP011678-PA 7227.FBpp0087335
NOG04531:	7165.AGAP007585-PA 7227.FBpp0292199
NOG04532:	7165.AGAP004975-PA 7165.AGAP004977-PA 7227.FBpp0291497 7165.AGAP006258-PA
NOG04533:	7227.FBpp0072340 7165.AGAP009189-PA
NOG04534:	7165.AGAP000657-PA 7227.FBpp0112295
NOG04535:	7165.AGAP006891-PA 7227.FBpp0305832 7165.AGAP000794-PA
NOG04536:	7165.AGAP001313-PA 7227.FBpp0073126
NOG04537:	7227.FBpp0082745 7227.FBpp0110262 7165.AGAP004564-PA
NOG04538:	7227.FBpp0086246 7165.AGAP010327-PA
NOG04539:	7227.FBpp0079831 7165.AGAP007865-PA
NOG04540:	7165.AGAP000116-PA 7227.FBpp0074387
NOG04541:	7165.AGAP009834-PA 7227.FBpp0087935
NOG04542:	7165.AGAP004458-PA 7227.FBpp0071392
NOG04543:	7165.AGAP007730-PA 7227.FBpp0111976
NOG04544:	7165.AGAP003146-PA 7227.FBpp0083406
NOG04545:	7227.FBpp0074909 7165.AGAP011347-PA 7165.AGAP011348-PC
NOG04546:	7165.AGAP010673-PA 7227.FBpp0113115
NOG04547:	7165.AGAP007218-PA 7227.FBpp0075700
NOG04548:	7165.AGAP011966-PA 7227.FBpp0081255
NOG04549:	7227.FBpp0088833 7165.AGAP003644-PA
NOG04550:	7165.AGAP011908-PA 7227.FBpp0087874
NOG04551:	7165.AGAP000470-PA 7227.FBpp0304097
NOG04552:	7227.FBpp0078967 7165.AGAP001116-PA
NOG04553:	7165.AGAP007687-PA 7227.FBpp0072110
NOG04554:	7227.FBpp0075917 7165.AGAP001507-PA
NOG04555:	7165.AGAP010289-PA 7227.FBpp0303282
NOG04556:	7165.AGAP003136-PA 7227.FBpp0081545
NOG04557:	7165.AGAP007874-PA 7227.FBpp0080638
NOG04558:	7227.FBpp0305671 7165.AGAP008985-PA
NOG04559:	7227.FBpp0304681 7165.AGAP003930-PA
NOG04560:	7165.AGAP003352-PB 7227.FBpp0303582
NOG04561:	7165.AGAP008044-PA 7227.FBpp0077504
NOG04562:	7227.FBpp0288474 7165.AGAP011566-PA
NOG04563:	7165.AGAP013277-PA 7227.FBpp0077316
NOG04564:	7227.FBpp0076440 7165.AGAP007093-PA
NOG04565:	7227.FBpp0074729 7165.AGAP004793-PA
NOG04566:	7227.FBpp0298292 7165.AGAP002790-PA
NOG04567:	7227.FBpp0070792 7165.AGAP001065-PA
NOG04568:	7165.AGAP008879-PA 7227.FBpp0079724
NOG04569:	7227.FBpp0070845 7165.AGAP010733-PA 7227.FBpp0070844
NOG04570:	7165.AGAP003013-PA 7227.FBpp0305207
NOG04571:	7165.AGAP010539-PA 7227.FBpp0297275
NOG04572:	7165.AGAP005460-PA 7227.FBpp0076826
NOG04573:	7227.FBpp0076418 7165.AGAP006531-PA
NOG04574:	7165.AGAP008275-PA 7227.FBpp0302027
NOG04575:	7227.FBpp0074690 7165.AGAP001211-PA
NOG04576:	7227.FBpp0306094 7165.AGAP011728-PA
NOG04577:	7227.FBpp0099403 7165.AGAP006893-PA
NOG04578:	7227.FBpp0077129 7165.AGAP008300-PA
NOG04579:	7165.AGAP003688-PA 7227.FBpp0083872 7165.AGAP013274-PA
NOG04580:	7227.FBpp0076111 7165.AGAP007629-PA
NOG04581:	7165.AGAP012283-PA 7227.FBpp0086373
NOG04582:	7165.AGAP008482-PA 7227.FBpp0289115
NOG04583:	7165.AGAP000095-PA 7227.FBpp0112944
NOG04584:	7227.FBpp0271890 7165.AGAP000020-PA
NOG04585:	7227.FBpp0291014 7165.AGAP001705-PA 7227.FBpp0291012
NOG04586:	7165.AGAP003725-PA 7227.FBpp0297166
NOG04587:	7227.FBpp0082985 7165.AGAP001903-PA
NOG04588:	7165.AGAP001177-PA 7227.FBpp0302928
NOG04589:	7165.AGAP003891-PA 7227.FBpp0081350
NOG04590:	7227.FBpp0300975 7165.AGAP008720-PA 7165.AGAP008721-PA 7227.FBpp0070973 7165.AGAP028006-PA
NOG04591:	7165.AGAP001950-PA 7227.FBpp0076824
NOG04592:	7165.AGAP003943-PA 7227.FBpp0297139
NOG04593:	7227.FBpp0083399 7165.AGAP011769-PA
NOG04594:	7165.AGAP001700-PA 7227.FBpp0112471
NOG04595:	7227.FBpp0086051 7165.AGAP003987-PA
NOG04596:	7165.AGAP011743-PA 7227.FBpp0074676
NOG04597:	7227.FBpp0082253 7227.FBpp0071448 7165.AGAP005095-PA
NOG04598:	7165.AGAP010985-PA 7227.FBpp0292437
NOG04599:	7165.AGAP028088-PA 7227.FBpp0293260
NOG04600:	7165.AGAP004509-PA 7227.FBpp0078624
NOG04601:	7165.AGAP008523-PA 7227.FBpp0077624
NOG04602:	7165.AGAP002836-PB 7227.FBpp0083717
NOG04603:	7165.AGAP011349-PA 7227.FBpp0074905
NOG04604:	7165.AGAP012585-PA 7227.FBpp0077246 7165.AGAP007972-PA
NOG04605:	7165.AGAP004341-PA 7227.FBpp0303347
NOG04606:	7165.AGAP012333-PA 7227.FBpp0086712
NOG04607:	7165.AGAP005619-PA 7227.FBpp0303964
NOG04608:	7165.AGAP011110-PA 7227.FBpp0086676
NOG04609:	7165.AGAP005565-PA 7227.FBpp0113001
NOG04610:	7227.FBpp0079148 7165.AGAP010172-PA
NOG04611:	7165.AGAP006472-PA 7227.FBpp0304511 7227.FBpp0079795
NOG04612:	7227.FBpp0086239 7165.AGAP007904-PA 7227.FBpp0086235 7227.FBpp0076017 7227.FBpp0076015 7227.FBpp0086775 7227.FBpp0086750
NOG04613:	7165.AGAP001004-PA 7165.AGAP000999-PA 7227.FBpp0303187
NOG04614:	7165.AGAP013291-PA 7227.FBpp0088818
NOG04615:	7165.AGAP004604-PA 7227.FBpp0112216
NOG04616:	7165.AGAP004888-PA 7227.FBpp0076143
NOG04617:	7227.FBpp0080714 7165.AGAP003904-PB 7227.FBpp0289482
NOG04618:	7165.AGAP002634-PA 7227.FBpp0289628
NOG04619:	7227.FBpp0071145 7165.AGAP001347-PA
NOG04620:	7227.FBpp0079219 7165.AGAP008111-PA
NOG04621:	7165.AGAP009001-PA 7227.FBpp0304256
NOG04622:	7227.FBpp0087322 7165.AGAP010693-PA
NOG04623:	7227.FBpp0112387 7165.AGAP013029-PA
NOG04624:	7227.FBpp0076270 7165.AGAP005627-PF
NOG04625:	7227.FBpp0073781 7165.AGAP000549-PA
NOG04626:	7165.AGAP001412-PA 7227.FBpp0099945
NOG04627:	7165.AGAP008838-PA 7227.FBpp0077740
NOG04628:	7227.FBpp0082655 7165.AGAP012769-PA 7165.AGAP003285-PA
NOG04629:	7227.FBpp0084711 7165.AGAP002142-PA
NOG04630:	7227.FBpp0071893 7165.AGAP011876-PA
NOG04631:	7227.FBpp0073762 7165.AGAP012136-PA
NOG04632:	7227.FBpp0088527 7165.AGAP007638-PA
NOG04633:	7165.AGAP011133-PA 7227.FBpp0304573
NOG04634:	7165.AGAP006452-PA 7227.FBpp0290637
NOG04635:	7227.FBpp0087722 7165.AGAP011690-PA
NOG04636:	7165.AGAP008846-PA 7227.FBpp0079751
NOG04637:	7227.FBpp0078385 7165.AGAP002520-PA
NOG04638:	7165.AGAP009731-PA 7227.FBpp0292305
NOG04639:	7227.FBpp0300515 7165.AGAP004592-PE
NOG04640:	7165.AGAP004012-PA 7227.FBpp0070511
NOG04641:	7165.AGAP001762-PA 7227.FBpp0302990
NOG04642:	7227.FBpp0303069 7165.AGAP006427-PA 7227.FBpp0297935
NOG04643:	7165.AGAP000304-PA 7227.FBpp0070770
NOG04644:	7227.FBpp0301988 7165.AGAP011214-PA
NOG04645:	7165.AGAP004828-PA 7227.FBpp0087297
NOG04646:	7227.FBpp0076142 7165.AGAP011751-PA
NOG04647:	7227.FBpp0078164 7165.AGAP010061-PA
NOG04648:	7227.FBpp0083687 7165.AGAP002061-PA
NOG04649:	7165.AGAP012394-PA 7165.AGAP012395-PA 7227.FBpp0303210
NOG04650:	7165.AGAP000011-PA 7227.FBpp0073608
NOG04651:	7227.FBpp0304812 7165.AGAP008697-PA
NOG04652:	7165.AGAP007080-PA 7227.FBpp0087058
NOG04653:	7227.FBpp0079659 7165.AGAP008412-PE
NOG04654:	7227.FBpp0291409 7165.AGAP008806-PA
NOG04655:	7165.AGAP004201-PA 7227.FBpp0082614
NOG04656:	7165.AGAP010488-PA 7227.FBpp0073568
NOG04657:	7165.AGAP008621-PA 7227.FBpp0078648
NOG04658:	7165.AGAP009081-PA 7227.FBpp0080690
NOG04659:	7227.FBpp0077340 7165.AGAP009178-PA
NOG04660:	7165.AGAP007779-PA 7227.FBpp0304342
NOG04661:	7227.FBpp0087747 7165.AGAP008998-PA
NOG04662:	7165.AGAP004396-PA 7227.FBpp0084968
NOG04663:	7227.FBpp0080630 7165.AGAP010249-PA
NOG04664:	7165.AGAP003029-PA 7227.FBpp0070864
NOG04665:	7165.AGAP010331-PA 7227.FBpp0292999
NOG04666:	7227.FBpp0083889 7165.AGAP000328-PA
NOG04667:	7227.FBpp0073328 7165.AGAP007699-PA
NOG04668:	7227.FBpp0087178 7165.AGAP005563-PA
NOG04669:	7227.FBpp0087993 7165.AGAP005980-PA
NOG04670:	7227.FBpp0072621 7165.AGAP002263-PA 7227.FBpp0072625
NOG04671:	7227.FBpp0083244 7165.AGAP007068-PA
NOG04672:	7165.AGAP006615-PA 7227.FBpp0085842
NOG04673:	7227.FBpp0082840 7165.AGAP009961-PA
NOG04674:	7165.AGAP011366-PA 7165.AGAP010917-PA 7227.FBpp0079353 7165.AGAP011365-PA 7227.FBpp0079354
NOG04675:	7227.FBpp0086894 7165.AGAP009520-PA 7165.AGAP009519-PA 7227.FBpp0079371
NOG04676:	7227.FBpp0084169 7165.AGAP003817-PA
NOG04677:	7165.AGAP003153-PA 7227.FBpp0079999
NOG04678:	7227.FBpp0080389 7165.AGAP008756-PA
NOG04679:	7227.FBpp0084940 7165.AGAP001621-PA
NOG04680:	7227.FBpp0080257 7165.AGAP003460-PA
NOG04681:	7165.AGAP004593-PA 7227.FBpp0082123
NOG04682:	7165.AGAP005755-PA 7227.FBpp0076762
NOG04683:	7165.AGAP012792-PA 7227.FBpp0081440
NOG04684:	7165.AGAP002261-PA 7227.FBpp0303201
NOG04685:	7227.FBpp0304773 7165.AGAP000090-PA
NOG04686:	7165.AGAP001410-PA 7227.FBpp0292351
NOG04687:	7227.FBpp0073261 7165.AGAP002224-PA
NOG04688:	7227.FBpp0297588 7165.AGAP003484-PB
NOG04689:	7227.FBpp0087402 7165.AGAP007544-PA
NOG04690:	7227.FBpp0090962 7165.AGAP004476-PA
NOG04691:	7165.AGAP007991-PA 7227.FBpp0111663
NOG04692:	7165.AGAP009730-PA 7227.FBpp0079064
NOG04693:	7227.FBpp0074573 7165.AGAP002695-PA
NOG04694:	7227.FBpp0112333 7165.AGAP005618-PA
NOG04695:	7165.AGAP011694-PA 7227.FBpp0074559
NOG04696:	7227.FBpp0075762 7165.AGAP010396-PA
NOG04697:	7165.AGAP012447-PA 7227.FBpp0110195 7165.AGAP000803-PA
NOG04698:	7227.FBpp0076346 7165.AGAP005743-PA
NOG04699:	7165.AGAP009381-PA 7227.FBpp0079090
NOG04700:	7165.AGAP001337-PA 7227.FBpp0070399
NOG04701:	7227.FBpp0086532 7165.AGAP003501-PA 7165.AGAP003500-PA
NOG04702:	7227.FBpp0079817 7165.AGAP008180-PA
NOG04703:	7165.AGAP008033-PA 7227.FBpp0080720
NOG04704:	7165.AGAP011300-PA 7227.FBpp0075810
NOG04705:	7227.FBpp0078933 7165.AGAP009934-PA
NOG04706:	7227.FBpp0080765 7165.AGAP008009-PA
NOG04707:	7227.FBpp0079870 7227.FBpp0079907 7165.AGAP008550-PA
NOG04708:	7165.AGAP010655-PA 7227.FBpp0297121
NOG04709:	7165.AGAP008287-PA 7227.FBpp0082550
NOG04710:	7165.AGAP005937-PA 7227.FBpp0071923
NOG04711:	7165.AGAP001792-PA 7227.FBpp0297140
NOG04712:	7165.AGAP012568-PA 7165.AGAP005013-PA 7165.AGAP005012-PA 7227.FBpp0076280 7165.AGAP012567-PA
NOG04713:	7165.AGAP000211-PA 7227.FBpp0070831
NOG04714:	7227.FBpp0304594 7165.AGAP001484-PA
NOG04715:	7165.AGAP009341-PA 7227.FBpp0082978
NOG04716:	7165.AGAP000461-PB 7227.FBpp0289137
NOG04717:	7165.AGAP002178-PA 7227.FBpp0081732
NOG04718:	7227.FBpp0083926 7165.AGAP002947-PA
NOG04719:	7227.FBpp0071507 7165.AGAP006441-PA
NOG04720:	7165.AGAP002340-PA 7227.FBpp0078584
NOG04721:	7165.AGAP007131-PA 7227.FBpp0083646
NOG04722:	7227.FBpp0085131 7165.AGAP000591-PA
NOG04723:	7227.FBpp0112160 7165.AGAP004176-PA
NOG04724:	7165.AGAP009019-PA 7227.FBpp0304498
NOG04725:	7165.AGAP011570-PA 7227.FBpp0087072
NOG04726:	7165.AGAP000501-PA 7227.FBpp0289234
NOG04727:	7227.FBpp0303794 7165.AGAP010232-PA
NOG04728:	7165.AGAP002252-PA 7227.FBpp0077577
NOG04729:	7227.FBpp0083715 7165.AGAP004736-PA
NOG04730:	7165.AGAP005863-PA 7227.FBpp0072187
NOG04731:	7165.AGAP001407-PA 7227.FBpp0293948
NOG04732:	7227.FBpp0112375 7165.AGAP005471-PA
NOG04733:	7227.FBpp0292995 7165.AGAP006411-PA
NOG04734:	7227.FBpp0077099 7165.AGAP011886-PA
NOG04735:	7165.AGAP003428-PB 7227.FBpp0099767
NOG04736:	7165.AGAP007119-PA 7227.FBpp0074792
NOG04737:	7227.FBpp0083227 7165.AGAP001951-PA
NOG04738:	7227.FBpp0302983 7165.AGAP009029-PA
NOG04739:	7227.FBpp0073911 7165.AGAP000243-PB
NOG04740:	7165.AGAP012908-PA 7165.AGAP002026-PA 7227.FBpp0303850
NOG04741:	7165.AGAP009464-PA 7227.FBpp0077553
NOG04742:	7227.FBpp0076595 7165.AGAP011707-PA
NOG04743:	7165.AGAP006281-PA 7227.FBpp0086500
NOG04744:	7165.AGAP008636-PA 7227.FBpp0080735
NOG04745:	7227.FBpp0113114 7165.AGAP007135-PA
NOG04746:	7165.AGAP001862-PA 7227.FBpp0072850
NOG04747:	7165.AGAP005510-PA 7227.FBpp0087535
NOG04748:	7227.FBpp0073457 7165.AGAP001888-PA
NOG04749:	7165.AGAP000129-PA 7227.FBpp0110455
NOG04750:	7227.FBpp0079066 7165.AGAP008223-PA
NOG04751:	7227.FBpp0100020 7165.AGAP003866-PA
NOG04752:	7227.FBpp0080897 7165.AGAP008990-PA 7227.FBpp0305187
NOG04753:	7165.AGAP009307-PA 7227.FBpp0079111
NOG04754:	7165.AGAP013266-PA 7227.FBpp0078417
NOG04755:	7165.AGAP010209-PA 7227.FBpp0080661
NOG04756:	7227.FBpp0073895 7165.AGAP002922-PA
NOG04757:	7227.FBpp0078013 7165.AGAP004780-PA
NOG04758:	7165.AGAP004594-PA 7227.FBpp0083530
NOG04759:	7165.AGAP006885-PA 7227.FBpp0087124
NOG04760:	7165.AGAP004943-PA 7227.FBpp0305240
NOG04761:	7165.AGAP004064-PA 7227.FBpp0071365
NOG04762:	7227.FBpp0112341 7165.AGAP028130-PA
NOG04763:	7227.FBpp0081253 7165.AGAP010493-PA
NOG04764:	7165.AGAP000576-PA 7227.FBpp0077122
NOG04765:	7227.FBpp0072795 7165.AGAP007181-PB
NOG04766:	7227.FBpp0292725 7165.AGAP000797-PA
NOG04767:	7227.FBpp0072249 7165.AGAP005119-PA
NOG04768:	7165.AGAP010375-PA 7227.FBpp0085585
NOG04769:	7227.FBpp0293442 7165.AGAP003882-PB
NOG04770:	7227.FBpp0300790 7165.AGAP012731-PA 7165.AGAP002019-PA
NOG04771:	7165.AGAP009135-PA 7227.FBpp0079565
NOG04772:	7165.AGAP007749-PA 7227.FBpp0077621
NOG04773:	7165.AGAP002829-PA 7227.FBpp0082637
NOG04774:	7227.FBpp0071232 7165.AGAP008251-PA
NOG04775:	7165.AGAP005021-PA 7227.FBpp0085716
NOG04776:	7227.FBpp0293496 7165.AGAP009057-PA
NOG04777:	7227.FBpp0070861 7165.AGAP003619-PA
NOG04778:	7227.FBpp0081584 7165.AGAP001273-PA
NOG04779:	7227.FBpp0293785 7165.AGAP007866-PA
NOG04780:	7165.AGAP006186-PC 7227.FBpp0072125
NOG04781:	7227.FBpp0075761 7165.AGAP007704-PA
NOG04782:	7165.AGAP004549-PA 7227.FBpp0071920
NOG04783:	7227.FBpp0083663 7165.AGAP007894-PA
NOG04784:	7227.FBpp0292397 7165.AGAP000044-PA
NOG04785:	7227.FBpp0083436 7165.AGAP006648-PA
NOG04786:	7165.AGAP007682-PA 7227.FBpp0070764
NOG04787:	7165.AGAP002050-PA 7227.FBpp0084098
NOG04788:	7227.FBpp0072886 7165.AGAP000792-PA
NOG04789:	7227.FBpp0083675 7165.AGAP004486-PA
NOG04790:	7227.FBpp0088130 7165.AGAP008229-PA
NOG04791:	7227.FBpp0290385 7165.AGAP010481-PA
NOG04792:	7227.FBpp0088428 7165.AGAP000320-PA
NOG04793:	7227.FBpp0084112 7165.AGAP006872-PA
NOG04794:	7227.FBpp0075001 7165.AGAP006256-PA
NOG04795:	7165.AGAP009674-PA 7227.FBpp0082112
NOG04796:	7165.AGAP010245-PA 7227.FBpp0303020
NOG04797:	7165.AGAP001294-PA 7227.FBpp0078521
NOG04798:	7227.FBpp0110088 7165.AGAP002688-PA
NOG04799:	7227.FBpp0111476 7165.AGAP005292-PA
NOG04800:	7227.FBpp0078450 7165.AGAP001749-PA
NOG04801:	7227.FBpp0081356 7165.AGAP001421-PA
NOG04802:	7227.FBpp0084559 7165.AGAP008977-PA
NOG04803:	7227.FBpp0083720 7227.FBpp0081736 7165.AGAP007258-PA
NOG04804:	7227.FBpp0074555 7165.AGAP001338-PA
NOG04805:	7165.AGAP007634-PA 7227.FBpp0087883
NOG04806:	7165.AGAP005749-PA 7227.FBpp0076376 7227.FBpp0076348 7227.FBpp0076349
NOG04807:	7165.AGAP011835-PA 7165.AGAP011270-PA 7165.AGAP011257-PA 7165.AGAP009448-PA 7227.FBpp0087091 7165.AGAP010931-PA 7165.AGAP012638-PA 7165.AGAP011267-PA
NOG04808:	7165.AGAP008551-PA 7227.FBpp0304648
NOG04809:	7227.FBpp0083939 7165.AGAP003061-PA 7165.AGAP003064-PA
NOG04810:	7227.FBpp0082029 7165.AGAP011142-PA
NOG04811:	7165.AGAP002280-PA 7227.FBpp0084925
NOG04812:	7165.AGAP000427-PA 7227.FBpp0073715
NOG04813:	7227.FBpp0077106 7165.AGAP011767-PA
NOG04814:	7165.AGAP002330-PA 7227.FBpp0084082
