##! [ RR header version 0.1a ]
##! created: 24/09/2014 14:18:55
##! location: /mnt/mnemo2/damian/PaxDB/groups/paxdb_website_groups_consistent/1117.cyanobacteria.orthgroups.consistent.txt
##! interpreter: python
##! script: /mnt/mnemo2/damian/PaxDB/sources/consistent/decompress.py
##! args: 
##! machine: imlslnx-atlas
##! rundir: /mnt/mnemo2/damian/PaxDB/sources/consistent
##! script timestamp: 24/09/2014 13:58:51
##! script MD5: 3f108046336d187b95c2e42c296efb1d
##! input file: /mnt/mnemo2/damian/PaxDB/groups/og_ogid_mapping_og3/1117.paxdb.og_ogid.og3.txt timestamp: 24/09/2014 12:07:46
##! input file: /mnt/mnemo2/damian/PaxDB/groups/paxdb_mapped_consistent/1117.paxdb.orthgroups.og3.txt timestamp: 24/09/2014 13:16:54
##! input file: /mnt/mnemo2/damian/eggNOGv4/eggNOGv4_computations/eggnog4/NOG_COG/protein.shorthands.txt timestamp: 21/11/2013 17:24:45
##!
NOG04000:	449447.MAE_31170 1148.SYNGTS_0814
NOG05737:	449447.MAE_61900 1148.SYNGTS_0960
NOG05738:	1148.SYNGTS_1964 449447.MAE_35700
NOG05739:	449447.MAE_08130 1148.SYNGTS_2448
NOG05740:	1148.SYNGTS_0216 449447.MAE_23930
NOG05741:	449447.MAE_15640 1148.SYNGTS_1042
NOG05742:	449447.MAE_57920 1148.SYNGTS_1632
NOG05743:	449447.MAE_37770 1148.SYNGTS_0705
NOG05744:	1148.SYNGTS_1988 449447.MAE_17890
NOG05745:	1148.SYNGTS_0830 449447.MAE_35690
NOG05746:	1148.SYNGTS_0203 449447.MAE_13720
NOG05747:	449447.MAE_39750 1148.SYNGTS_3106
NOG05748:	449447.MAE_07060 1148.SYNGTS_2363
NOG05749:	449447.MAE_31800 1148.SYNGTS_1808
NOG05750:	449447.MAE_11840 1148.SYNGTS_3011
NOG05751:	1148.SYNGTS_2062 449447.MAE_38340
NOG05752:	1148.SYNGTS_0067 449447.MAE_43000
NOG05753:	449447.MAE_57540 1148.SYNGTS_0534
NOG05754:	1148.SYNGTS_1627 449447.MAE_39850
NOG05755:	449447.MAE_54480 1148.SYNGTS_0793
NOG05756:	449447.MAE_06430 1148.SYNGTS_1875
NOG05757:	449447.MAE_55670 1148.SYNGTS_1229
NOG05758:	1148.SYNGTS_1205 449447.MAE_20140
NOG05759:	449447.MAE_58660 1148.SYNGTS_1660
NOG05760:	1148.SYNGTS_0062 449447.MAE_25960
NOG05761:	1148.SYNGTS_3023 449447.MAE_18010
NOG05762:	449447.MAE_32000 1148.SYNGTS_0290
NOG05763:	449447.MAE_19550 1148.SYNGTS_1267
NOG05764:	1148.SYNGTS_2830 449447.MAE_49030
NOG05765:	449447.MAE_59330 1148.SYNGTS_1651
NOG05766:	1148.SYNGTS_1602 449447.MAE_58280
NOG05767:	449447.MAE_51180 1148.SYNGTS_2567
NOG05768:	449447.MAE_25270 1148.SYNGTS_0291
NOG05769:	1148.SYNGTS_0716 449447.MAE_56880
NOG05770:	1148.SYNGTS_0475 449447.MAE_28340
NOG05771:	449447.MAE_14950 1148.SYNGTS_0738
NOG05772:	1148.SYNGTS_2445 449447.MAE_13330
NOG05773:	449447.MAE_34850 1148.SYNGTS_0037
NOG05774:	1148.SYNGTS_0981 449447.MAE_42720
NOG05775:	1148.SYNGTS_2255 449447.MAE_56140 449447.MAE_33180
NOG05776:	449447.MAE_00980 1148.SYNGTS_3000
NOG05777:	1148.SYNGTS_1097 449447.MAE_44650
NOG05778:	449447.MAE_56280 1148.SYNGTS_0780
NOG05779:	1148.SYNGTS_3141 449447.MAE_08520
NOG05780:	1148.SYNGTS_2472 449447.MAE_46470
NOG05781:	449447.MAE_38390 1148.SYNGTS_2772
NOG05782:	449447.MAE_06290 1148.SYNGTS_0305
NOG05783:	1148.SYNGTS_2315 449447.MAE_39670
NOG05784:	449447.MAE_38360 1148.SYNGTS_1236
NOG05785:	1148.SYNGTS_2149 449447.MAE_34790
NOG05786:	1148.SYNGTS_1477 449447.MAE_41550
NOG05787:	449447.MAE_08860 1148.SYNGTS_0139
NOG05788:	1148.SYNGTS_2465 449447.MAE_08510
NOG05789:	449447.MAE_27960 449447.MAE_46510 1148.SYNGTS_1940
NOG05790:	449447.MAE_04290 1148.SYNGTS_2984 449447.MAE_09990 449447.MAE_09940
NOG05791:	1148.SYNGTS_0531 449447.MAE_59400
NOG05792:	1148.SYNGTS_0240 449447.MAE_21130
NOG05793:	1148.SYNGTS_0746 449447.MAE_52490
NOG05794:	1148.SYNGTS_2623 449447.MAE_44000 1148.SYNGTS_3012
NOG05795:	1148.SYNGTS_2158 449447.MAE_43350
NOG05796:	449447.MAE_58300 1148.SYNGTS_2997
NOG05797:	1148.SYNGTS_1239 449447.MAE_03900
NOG05798:	1148.SYNGTS_2353 449447.MAE_45990
NOG05799:	449447.MAE_13310 1148.SYNGTS_1920
NOG05800:	449447.MAE_07760 1148.SYNGTS_2179
NOG05801:	1148.SYNGTS_0143 449447.MAE_32010
NOG05802:	449447.MAE_45820 1148.SYNGTS_1001
NOG05803:	449447.MAE_28390 1148.SYNGTS_1849
NOG05804:	449447.MAE_04040 1148.SYNGTS_1667
NOG05805:	1148.SYNGTS_1768 449447.MAE_06240
NOG05806:	449447.MAE_45870 1148.SYNGTS_2848 1148.SYNGTS_1023
NOG05807:	449447.MAE_60990 1148.SYNGTS_0097
NOG05808:	1148.SYNGTS_2547 449447.MAE_48050
NOG05809:	449447.MAE_18610 1148.SYNGTS_2634
NOG05810:	1148.SYNGTS_0580 449447.MAE_27570
NOG05811:	449447.MAE_19330 1148.SYNGTS_1625
NOG05812:	449447.MAE_37950 1148.SYNGTS_0596
NOG05813:	449447.MAE_57130 1148.SYNGTS_1034
NOG05814:	449447.MAE_48570 1148.SYNGTS_0616
NOG05815:	449447.MAE_47320 1148.SYNGTS_0740
NOG05816:	449447.MAE_07610 1148.SYNGTS_0881
NOG05817:	1148.SYNGTS_0165 449447.MAE_50100
NOG05818:	449447.MAE_37510 1148.SYNGTS_0461
NOG05819:	1148.SYNGTS_0585 449447.MAE_21520
NOG05820:	449447.MAE_18720 1148.SYNGTS_1557
NOG05821:	1148.SYNGTS_0251 449447.MAE_12080
NOG05822:	1148.SYNGTS_1220 449447.MAE_56790
NOG05823:	449447.MAE_08150 1148.SYNGTS_2098
NOG05824:	1148.SYNGTS_2226 449447.MAE_47880
NOG05825:	1148.SYNGTS_0683 449447.MAE_23710
NOG05826:	449447.MAE_36050 1148.SYNGTS_2311
NOG05827:	449447.MAE_20460 1148.SYNGTS_0609 449447.MAE_17620
NOG05828:	1148.SYNGTS_2508 449447.MAE_09550
NOG05829:	449447.MAE_50950 1148.SYNGTS_3083
NOG05830:	449447.MAE_41320 1148.SYNGTS_2347
NOG05831:	1148.SYNGTS_1113 449447.MAE_02740
NOG05832:	449447.MAE_36010 1148.SYNGTS_2967
NOG05833:	449447.MAE_05730 449447.MAE_16470 449447.MAE_55520 449447.MAE_55470 449447.MAE_07900 1148.SYNGTS_1458 449447.MAE_36420 449447.MAE_11920 449447.MAE_29410 1148.SYNGTS_2668 449447.MAE_45440 449447.MAE_60440 449447.MAE_27640 449447.MAE_04580 449447.MAE_06030 449447.MAE_17940 449447.MAE_51510 449447.MAE_21080 1148.SYNGTS_2788 449447.MAE_22290 449447.MAE_27350 449447.MAE_10690 449447.MAE_39360 1148.SYNGTS_1406 449447.MAE_15670 449447.MAE_21030 449447.MAE_05070 1148.SYNGTS_3111 449447.MAE_24800 449447.MAE_38270 449447.MAE_43110 449447.MAE_00630 449447.MAE_08710 449447.MAE_04800 1148.SYNGTS_2693 449447.MAE_04820 449447.MAE_05720
NOG05834:	1148.SYNGTS_1597 449447.MAE_07790
NOG05835:	449447.MAE_23890 1148.SYNGTS_1599
NOG05836:	1148.SYNGTS_0577 449447.MAE_58880
NOG05837:	449447.MAE_58010 1148.SYNGTS_2915
NOG05838:	449447.MAE_52850 1148.SYNGTS_3168
NOG05839:	449447.MAE_55930 1148.SYNGTS_2319
NOG05840:	1148.SYNGTS_2832 449447.MAE_57070
NOG05841:	449447.MAE_20050 1148.SYNGTS_3118
NOG05842:	1148.SYNGTS_1549 449447.MAE_50510
NOG05843:	1148.SYNGTS_1862 449447.MAE_02910
NOG05844:	1148.SYNGTS_0557 449447.MAE_58260
NOG05845:	1148.SYNGTS_0854 449447.MAE_14490
NOG05846:	449447.MAE_53490 1148.SYNGTS_2264
NOG05847:	449447.MAE_17770 1148.SYNGTS_0353
NOG05848:	1148.SYNGTS_1057 449447.MAE_11070
NOG05849:	449447.MAE_19540 1148.SYNGTS_2934
NOG05850:	1148.SYNGTS_1122 449447.MAE_10070
NOG05851:	1148.SYNGTS_1539 449447.MAE_52820 449447.MAE_50630
NOG05852:	1148.SYNGTS_1300 449447.MAE_10240
NOG05853:	1148.SYNGTS_2524 449447.MAE_25710
NOG05854:	449447.MAE_42330 1148.SYNGTS_0280
NOG05855:	1148.SYNGTS_1428 449447.MAE_16140
NOG05856:	1148.SYNGTS_2293 449447.MAE_53770
NOG05857:	1148.SYNGTS_1629 449447.MAE_41770
NOG05858:	1148.SYNGTS_1614 449447.MAE_18920
NOG05859:	449447.MAE_19160 1148.SYNGTS_0366
NOG05860:	1148.SYNGTS_0501 449447.MAE_46690
NOG05861:	1148.SYNGTS_2546 449447.MAE_48040
NOG05862:	1148.SYNGTS_1801 449447.MAE_26340
NOG05863:	449447.MAE_51280 1148.SYNGTS_1874
NOG05864:	449447.MAE_02970 1148.SYNGTS_1104
NOG05865:	449447.MAE_30610 1148.SYNGTS_0659
NOG05866:	449447.MAE_50120 1148.SYNGTS_0163
NOG05867:	1148.SYNGTS_0766 449447.MAE_57340
NOG05868:	449447.MAE_16850 1148.SYNGTS_1721
NOG05869:	449447.MAE_28440 1148.SYNGTS_2992
NOG05870:	449447.MAE_54010 1148.SYNGTS_0454
NOG05871:	449447.MAE_11310 1148.SYNGTS_1105
NOG05872:	1148.SYNGTS_1259 449447.MAE_47510
NOG05873:	1148.SYNGTS_2397 449447.MAE_07250
NOG05874:	449447.MAE_38100 1148.SYNGTS_0650
NOG05875:	449447.MAE_49240 1148.SYNGTS_1215
NOG05876:	1148.SYNGTS_1670 449447.MAE_04010
NOG05877:	1148.SYNGTS_0079 449447.MAE_46250
NOG05878:	449447.MAE_53500 1148.SYNGTS_1249
NOG05879:	1148.SYNGTS_1377 449447.MAE_47500
NOG05880:	449447.MAE_03020 1148.SYNGTS_0552
NOG05881:	449447.MAE_12450 1148.SYNGTS_1639
NOG05882:	1148.SYNGTS_0928 449447.MAE_41100
NOG05883:	1148.SYNGTS_2894 449447.MAE_39690
NOG05884:	1148.SYNGTS_0483 449447.MAE_58290
NOG05885:	1148.SYNGTS_0857 449447.MAE_48290
NOG05886:	449447.MAE_61210 1148.SYNGTS_0484
NOG05887:	1148.SYNGTS_2367 449447.MAE_31220
NOG05888:	1148.SYNGTS_1870 449447.MAE_49000
NOG05889:	1148.SYNGTS_3004 449447.MAE_34900
NOG05890:	449447.MAE_02380 1148.SYNGTS_2743
NOG05891:	449447.MAE_03550 1148.SYNGTS_0426
NOG05892:	1148.SYNGTS_0563 449447.MAE_04430
NOG05893:	449447.MAE_15560 1148.SYNGTS_2961
NOG05894:	1148.SYNGTS_2358 449447.MAE_00720
NOG05895:	1148.SYNGTS_0835 449447.MAE_33320
NOG05896:	1148.SYNGTS_2123 449447.MAE_61910
NOG05897:	449447.MAE_26650 1148.SYNGTS_1048
NOG05898:	449447.MAE_02570 1148.SYNGTS_1286
NOG05899:	449447.MAE_23780 1148.SYNGTS_0678 1148.SYNGTS_0676 449447.MAE_23760
NOG05900:	1148.SYNGTS_2657 449447.MAE_57110
NOG05901:	1148.SYNGTS_0489 449447.MAE_30360
NOG05902:	449447.MAE_07260 1148.SYNGTS_2398
NOG05903:	1148.SYNGTS_2492 449447.MAE_44890
NOG05904:	1148.SYNGTS_1303 449447.MAE_43930
NOG05905:	1148.SYNGTS_2489 449447.MAE_61560
NOG05906:	1148.SYNGTS_1925 449447.MAE_37890
NOG05907:	449447.MAE_47920 1148.SYNGTS_0198
NOG05908:	1148.SYNGTS_0647 449447.MAE_39950
NOG05909:	449447.MAE_55350 1148.SYNGTS_1013
NOG05910:	449447.MAE_02810 1148.SYNGTS_0898
NOG05911:	1148.SYNGTS_0332 449447.MAE_17850 449447.MAE_20750
NOG05912:	449447.MAE_29600 449447.MAE_51700 1148.SYNGTS_2229
NOG05913:	1148.SYNGTS_1123 449447.MAE_59170 449447.MAE_46050
NOG05914:	1148.SYNGTS_0963 449447.MAE_58380
NOG05915:	1148.SYNGTS_1171 449447.MAE_37810
NOG05916:	449447.MAE_18100 1148.SYNGTS_3081
NOG05917:	1148.SYNGTS_1658 449447.MAE_04000
NOG05918:	449447.MAE_55270 1148.SYNGTS_0913
NOG05919:	1148.SYNGTS_0142 449447.MAE_37180
NOG05920:	449447.MAE_32210 1148.SYNGTS_0994
NOG05921:	449447.MAE_19000 1148.SYNGTS_1822
NOG05922:	1148.SYNGTS_1999 449447.MAE_00960
NOG05923:	449447.MAE_20700 1148.SYNGTS_0882
NOG05924:	449447.MAE_27250 1148.SYNGTS_0191 449447.MAE_21910
NOG05925:	449447.MAE_07700 1148.SYNGTS_2082
NOG05926:	449447.MAE_23280 1148.SYNGTS_2013
NOG05927:	449447.MAE_32350 1148.SYNGTS_2041
NOG05928:	449447.MAE_49720 1148.SYNGTS_1311
NOG05929:	1148.SYNGTS_2313 449447.MAE_39650
NOG05930:	1148.SYNGTS_1526 449447.MAE_07740
NOG05931:	1148.SYNGTS_0569 449447.MAE_05450
NOG05932:	449447.MAE_52980 1148.SYNGTS_0605
NOG05933:	449447.MAE_20350 1148.SYNGTS_1899
NOG05934:	1148.SYNGTS_0308 449447.MAE_46210
NOG05935:	449447.MAE_38020 1148.SYNGTS_1956
NOG05936:	1148.SYNGTS_1845 1148.SYNGTS_2819
NOG05937:	1148.SYNGTS_2348 449447.MAE_51330
NOG05938:	449447.MAE_02310 1148.SYNGTS_2607
NOG05939:	449447.MAE_02580 1148.SYNGTS_2817
NOG05940:	1148.SYNGTS_0402 449447.MAE_25460
NOG05941:	1148.SYNGTS_0868 449447.MAE_41510
NOG05942:	1148.SYNGTS_1532 449447.MAE_47300
NOG05943:	449447.MAE_00730 1148.SYNGTS_1758
NOG05944:	449447.MAE_00900 1148.SYNGTS_0957
NOG05945:	1148.SYNGTS_0439 449447.MAE_43050
NOG05946:	449447.MAE_45630 1148.SYNGTS_0559
NOG05947:	449447.MAE_47220 449447.MAE_08060 1148.SYNGTS_1462
NOG05948:	1148.SYNGTS_0575 449447.MAE_49490
NOG05949:	449447.MAE_21880 1148.SYNGTS_3103
NOG05950:	449447.MAE_48890 1148.SYNGTS_1049
NOG05951:	1148.SYNGTS_2424 449447.MAE_18590
NOG05952:	449447.MAE_52050 1148.SYNGTS_0631
NOG05953:	1148.SYNGTS_2174 449447.MAE_09750
NOG05954:	1148.SYNGTS_1568 449447.MAE_24280
NOG05955:	449447.MAE_29060 1148.SYNGTS_1688
NOG05956:	449447.MAE_57600 1148.SYNGTS_1938
NOG05957:	449447.MAE_10360 1148.SYNGTS_1771
NOG05958:	449447.MAE_55820 449447.MAE_43150 1148.SYNGTS_0144
NOG05959:	1148.SYNGTS_1268 449447.MAE_51310
NOG05960:	1148.SYNGTS_1145 449447.MAE_26600
NOG05961:	1148.SYNGTS_1824 449447.MAE_02730 1148.SYNGTS_1664
NOG05962:	449447.MAE_24730 449447.MAE_02030 1148.SYNGTS_1766
NOG05963:	449447.MAE_24590 1148.SYNGTS_1529
NOG05964:	1148.SYNGTS_1283 449447.MAE_26110
NOG05965:	449447.MAE_53220 1148.SYNGTS_0944
NOG05966:	449447.MAE_50500 1148.SYNGTS_1548
NOG05967:	449447.MAE_48310 1148.SYNGTS_0828
NOG05968:	449447.MAE_06560 449447.MAE_62820 449447.MAE_09140
NOG05969:	1148.SYNGTS_0942 449447.MAE_24050
NOG05970:	449447.MAE_33020 1148.SYNGTS_0518
NOG05971:	449447.MAE_54650 1148.SYNGTS_1233
NOG05972:	1148.SYNGTS_0634 449447.MAE_59430 1148.SYNGTS_0895
NOG05973:	449447.MAE_04650 1148.SYNGTS_2037
NOG05974:	1148.SYNGTS_2469 449447.MAE_01240
NOG05975:	449447.MAE_34020 1148.SYNGTS_2474
NOG05976:	1148.SYNGTS_0560 449447.MAE_19670
NOG05977:	449447.MAE_52960 1148.SYNGTS_2250
NOG05978:	449447.MAE_41280 1148.SYNGTS_0059
NOG05979:	449447.MAE_40070 1148.SYNGTS_3051
NOG05980:	1148.SYNGTS_0509 449447.MAE_60980
NOG05981:	449447.MAE_06670 1148.SYNGTS_3046
NOG05982:	1148.SYNGTS_2164 449447.MAE_21980
NOG05983:	1148.SYNGTS_0490 449447.MAE_30350
NOG05984:	449447.MAE_36600 1148.SYNGTS_0847
NOG05985:	449447.MAE_46750 1148.SYNGTS_2980
NOG05986:	449447.MAE_22040 1148.SYNGTS_0373
NOG05987:	449447.MAE_27730 1148.SYNGTS_0821
NOG05988:	449447.MAE_46720 1148.SYNGTS_0361 449447.MAE_46710
NOG05989:	449447.MAE_40750 1148.SYNGTS_2716 449447.MAE_21820
NOG05990:	1148.SYNGTS_1392 449447.MAE_19900
NOG05991:	449447.MAE_54000 1148.SYNGTS_1055
NOG05992:	1148.SYNGTS_2204 449447.MAE_27270
NOG05993:	449447.MAE_21600 1148.SYNGTS_1011
NOG05994:	449447.MAE_52140 1148.SYNGTS_2798
NOG05995:	449447.MAE_36550 449447.MAE_36570 1148.SYNGTS_1056
NOG05996:	1148.SYNGTS_0703 449447.MAE_07630
NOG05997:	449447.MAE_45010 1148.SYNGTS_2687
NOG05998:	1148.SYNGTS_0901 449447.MAE_50440
NOG05999:	1148.SYNGTS_3107 449447.MAE_39740
NOG06000:	1148.SYNGTS_0078 449447.MAE_21670
NOG06001:	449447.MAE_31540 1148.SYNGTS_2948
NOG06002:	449447.MAE_40290 1148.SYNGTS_2527
NOG06003:	1148.SYNGTS_0430 449447.MAE_09500
NOG06004:	1148.SYNGTS_0060 449447.MAE_41300
NOG06005:	1148.SYNGTS_2804 449447.MAE_01060
NOG06006:	1148.SYNGTS_1666 449447.MAE_04050
NOG06007:	449447.MAE_56230 1148.SYNGTS_1725
NOG06008:	449447.MAE_14340 1148.SYNGTS_0119
NOG06009:	449447.MAE_11900 1148.SYNGTS_0499
NOG06010:	1148.SYNGTS_2877 449447.MAE_27560
NOG06011:	449447.MAE_33000 1148.SYNGTS_0520
NOG06012:	1148.SYNGTS_1846 449447.MAE_28420
NOG06013:	1148.SYNGTS_1569 449447.MAE_57580
NOG06014:	1148.SYNGTS_2302 449447.MAE_42610
NOG06015:	1148.SYNGTS_2491 449447.MAE_08220
NOG06016:	1148.SYNGTS_0972 449447.MAE_54450
NOG06017:	449447.MAE_32690 1148.SYNGTS_1130
NOG06018:	449447.MAE_44100 1148.SYNGTS_2476 449447.MAE_44140
NOG06019:	1148.SYNGTS_1256 1148.SYNGTS_0788 1148.SYNGTS_2749
NOG06020:	449447.MAE_43700 1148.SYNGTS_3068
NOG06021:	1148.SYNGTS_1431 449447.MAE_21680
NOG06022:	1148.SYNGTS_3041 449447.MAE_42500
NOG06023:	1148.SYNGTS_0341 449447.MAE_32750
NOG06024:	449447.MAE_45320 1148.SYNGTS_1368
NOG06025:	449447.MAE_51230 1148.SYNGTS_2122
NOG06026:	449447.MAE_61760 1148.SYNGTS_2460
NOG06027:	449447.MAE_41840 1148.SYNGTS_0362
NOG06028:	1148.SYNGTS_0275 449447.MAE_04540
NOG06029:	1148.SYNGTS_0561 449447.MAE_08820
NOG06030:	449447.MAE_27520 1148.SYNGTS_1369
NOG06031:	1148.SYNGTS_0526 449447.MAE_43940
NOG06032:	1148.SYNGTS_0562 449447.MAE_13660
NOG06033:	449447.MAE_13170 1148.SYNGTS_1295
NOG06034:	1148.SYNGTS_1872 449447.MAE_37010
NOG06035:	1148.SYNGTS_0265 449447.MAE_07300
NOG06036:	449447.MAE_15190 449447.MAE_23030
NOG06037:	1148.SYNGTS_2421 449447.MAE_60680
NOG06038:	1148.SYNGTS_2010 449447.MAE_35740
NOG06039:	449447.MAE_33250 1148.SYNGTS_1900 449447.MAE_36660
NOG06040:	449447.MAE_60300 1148.SYNGTS_2945
NOG06041:	449447.MAE_56100 1148.SYNGTS_0358
NOG06042:	449447.MAE_23730 1148.SYNGTS_0681
NOG06043:	449447.MAE_00220 1148.SYNGTS_1453
NOG06044:	1148.SYNGTS_1717 449447.MAE_08360
NOG06045:	449447.MAE_60780 1148.SYNGTS_2053
NOG06046:	1148.SYNGTS_3156 449447.MAE_35710
NOG06047:	449447.MAE_18980 1148.SYNGTS_2438
NOG06048:	1148.SYNGTS_0268 449447.MAE_10340
NOG06049:	449447.MAE_38840 1148.SYNGTS_2699
NOG06050:	1148.SYNGTS_2509 449447.MAE_06870
NOG06051:	449447.MAE_06600 1148.SYNGTS_2108
NOG06052:	1148.SYNGTS_1623 449447.MAE_59450
NOG06053:	1148.SYNGTS_1333 449447.MAE_03070
NOG06054:	1148.SYNGTS_1506 449447.MAE_40230 449447.MAE_04250
NOG06055:	449447.MAE_37420 1148.SYNGTS_1517
NOG06056:	449447.MAE_57350 1148.SYNGTS_0767
NOG06057:	1148.SYNGTS_0682 449447.MAE_23720
NOG06058:	449447.MAE_11830 1148.SYNGTS_1942
NOG06059:	449447.MAE_57500 1148.SYNGTS_1228
NOG06060:	449447.MAE_14650 1148.SYNGTS_0816
NOG06061:	1148.SYNGTS_2896 449447.MAE_49430
NOG06062:	1148.SYNGTS_0481 449447.MAE_12990
NOG06063:	1148.SYNGTS_1490 449447.MAE_59490
