##! [ RR header version 0.1a ]
##! created: 24/09/2014 14:18:52
##! location: /mnt/mnemo2/damian/PaxDB/groups/paxdb_website_groups_consistent/418101.plasmodia.orthgroups.consistent.txt
##! interpreter: python
##! script: /mnt/mnemo2/damian/PaxDB/sources/consistent/decompress.py
##! args: 
##! machine: imlslnx-atlas
##! rundir: /mnt/mnemo2/damian/PaxDB/sources/consistent
##! script timestamp: 24/09/2014 13:58:51
##! script MD5: 3f108046336d187b95c2e42c296efb1d
##! input file: /mnt/mnemo2/damian/PaxDB/groups/og_ogid_mapping_og3/418101.paxdb.og_ogid.og3.txt timestamp: 24/09/2014 12:07:54
##! input file: /mnt/mnemo2/damian/PaxDB/groups/paxdb_mapped_consistent/418101.paxdb.orthgroups.og3.txt timestamp: 24/09/2014 13:16:52
##! input file: /mnt/mnemo2/damian/eggNOGv4/eggNOGv4_computations/eggnog4/NOG_COG/protein.shorthands.txt timestamp: 21/11/2013 17:24:45
##!
NOG04000:	352914.XP_725878.1 5821.PBANKA_122380
NOG04426:	352914.XP_730048.1 5821.PBANKA_112180
NOG04427:	352914.XP_727066.1 5821.PBANKA_094020
NOG04428:	5821.PBANKA_122350 352914.XP_728080.1
NOG04429:	352914.XP_729699.1 5821.PBANKA_121770
NOG04430:	5821.PBANKA_112290 352914.XP_729878.1
NOG04431:	5821.PBANKA_140710 352914.XP_724545.1
NOG04432:	5821.PBANKA_090520 352914.XP_730511.1
NOG04433:	352914.XP_727624.1 5821.PBANKA_130910
NOG04434:	5821.PBANKA_122570 352914.XP_723822.1
NOG04435:	352914.XP_725585.1 5821.PBANKA_121810
NOG04436:	5821.PBANKA_091100 352914.XP_730314.1
NOG04437:	5821.PBANKA_102860 352914.XP_731285.1
NOG04438:	5821.PBANKA_143110 352914.XP_727833.1
NOG04439:	5821.PBANKA_134790 352914.XP_727063.1
NOG04440:	5821.PBANKA_031300 352914.XP_728978.1
NOG04441:	5821.PBANKA_103370 352914.XP_729127.1
NOG04442:	352914.XP_729899.1 5821.PBANKA_112470
NOG04443:	352914.XP_731189.1 5821.PBANKA_110090
NOG04444:	5821.PBANKA_091660 352914.XP_724445.1
NOG04445:	352914.XP_727338.1 5821.PBANKA_133330
NOG04446:	5821.PBANKA_136470 352914.XP_727980.1
NOG04447:	5821.PBANKA_135350 352914.XP_730452.1
NOG04448:	352914.XP_730787.1 5821.PBANKA_123720
NOG04449:	352914.XP_727498.1 5821.PBANKA_030160
NOG04450:	5821.PBANKA_130460 352914.XP_730485.1
NOG04451:	352914.XP_725493.1 5821.PBANKA_041640
NOG04452:	5821.PBANKA_136240 352914.XP_729061.1
NOG04453:	5821.PBANKA_040630 352914.XP_729773.1
NOG04454:	5821.PBANKA_124300 352914.XP_727276.1
NOG04455:	352914.XP_725339.1 5821.PBANKA_140420
NOG04456:	5821.PBANKA_134770 352914.XP_729676.1
NOG04457:	352914.XP_729108.1 5821.PBANKA_103950
NOG04458:	352914.XP_726511.1 5821.PBANKA_091550
NOG04459:	352914.XP_726488.1 5821.PBANKA_093320
NOG04460:	5821.PBANKA_093700 352914.XP_729546.1
NOG04461:	5821.PBANKA_091210 352914.XP_726582.1
NOG04462:	5821.PBANKA_134040 352914.XP_724145.1
NOG04463:	352914.XP_726219.1 5821.PBANKA_102230
NOG04464:	5821.PBANKA_071790 352914.XP_723661.1
NOG04465:	352914.XP_729232.1 5821.PBANKA_050830
NOG04466:	352914.XP_725002.1 5821.PBANKA_092920
NOG04467:	352914.XP_731259.1 5821.PBANKA_061760
NOG04468:	5821.PBANKA_136200 352914.XP_730840.1
NOG04469:	352914.XP_730846.1 5821.PBANKA_146180
NOG04470:	5821.PBANKA_071530 352914.XP_725200.1
NOG04471:	5821.PBANKA_130810 352914.XP_729472.1
NOG04472:	352914.XP_729476.1 5821.PBANKA_103380
NOG04473:	352914.XP_729245.1 5821.PBANKA_021350
NOG04474:	5821.PBANKA_121250 352914.XP_725085.1
NOG04475:	352914.XP_724104.1 5821.PBANKA_123240
NOG04476:	352914.XP_725947.1 5821.PBANKA_093480
NOG04477:	352914.XP_729415.1 5821.PBANKA_141940
NOG04478:	5821.PBANKA_121010 352914.XP_729289.1
NOG04479:	352914.XP_723786.1 5821.PBANKA_082200
NOG04480:	352914.XP_727190.1 5821.PBANKA_031430
NOG04481:	5821.PBANKA_060480 352914.XP_727708.1
NOG04482:	5821.PBANKA_132610 352914.XP_731271.1
NOG04483:	5821.PBANKA_123800 352914.XP_730444.1
NOG04484:	5821.PBANKA_080510 352914.XP_729163.1
NOG04485:	5821.PBANKA_111420 352914.XP_727992.1
NOG04486:	5821.PBANKA_081650 352914.XP_729054.1
NOG04487:	352914.XP_728943.1 5821.PBANKA_091150
NOG04488:	5821.PBANKA_092970 352914.XP_724496.1
NOG04489:	352914.XP_726949.1 5821.PBANKA_133570
NOG04490:	352914.XP_725610.1 5821.PBANKA_050460
NOG04491:	5821.PBANKA_103130 352914.XP_729422.1
NOG04492:	5821.PBANKA_146410 352914.XP_729075.1
NOG04493:	5821.PBANKA_143750 352914.XP_731453.1
NOG04494:	5821.PBANKA_121040 352914.XP_723827.1
NOG04495:	5821.PBANKA_145900 352914.XP_725923.1
NOG04496:	352914.XP_723657.1 5821.PBANKA_081120
NOG04497:	5821.PBANKA_113780 352914.XP_729560.1
NOG04498:	5821.PBANKA_145920 352914.XP_725921.1
NOG04499:	352914.XP_730104.1 5821.PBANKA_100570
NOG04500:	352914.XP_730893.1 5821.PBANKA_113420
NOG04501:	352914.XP_724873.1 5821.PBANKA_135380
NOG04502:	5821.PBANKA_111050 352914.XP_725272.1
NOG04503:	5821.PBANKA_110180 352914.XP_724659.1
NOG04504:	5821.PBANKA_061660 352914.XP_726386.1
NOG04505:	352914.XP_727551.1 5821.PBANKA_101930
NOG04506:	352914.XP_729931.1 5821.PBANKA_051340
NOG04507:	5821.PBANKA_082840 352914.XP_724463.1
NOG04508:	5821.PBANKA_132470 352914.XP_725582.1
NOG04509:	352914.XP_729799.1 5821.PBANKA_111580
NOG04510:	5821.PBANKA_131820 352914.XP_727407.1
NOG04511:	352914.XP_726125.1 352914.XP_730387.1 5821.PBANKA_030860
NOG04512:	352914.XP_731100.1 5821.PBANKA_081040
NOG04513:	5821.PBANKA_133240 352914.XP_723832.1
NOG04514:	5821.PBANKA_110320 352914.XP_725032.1
NOG04515:	5821.PBANKA_030790 352914.XP_725506.1
NOG04516:	352914.XP_723781.1 5821.PBANKA_082160
NOG04517:	5821.PBANKA_144380 352914.XP_725434.1
NOG04518:	5821.PBANKA_061920 352914.XP_730773.1
NOG04519:	5821.PBANKA_135840 352914.XP_725503.1
NOG04520:	352914.XP_725329.1 5821.PBANKA_041460
NOG04521:	5821.PBANKA_135130 352914.XP_731051.1
NOG04522:	352914.XP_727044.1 5821.PBANKA_135510
NOG04523:	352914.XP_727549.1 5821.PBANKA_101910
NOG04524:	352914.XP_729167.1 5821.PBANKA_080470
NOG04525:	5821.PBANKA_145310 352914.XP_727650.1
NOG04526:	352914.XP_726216.1 5821.PBANKA_120670
NOG04527:	352914.XP_728123.1 5821.PBANKA_082560
NOG04528:	5821.PBANKA_110430 352914.XP_724052.1
NOG04529:	5821.PBANKA_114510 352914.XP_727092.1
NOG04530:	352914.XP_726706.1 5821.PBANKA_061320
NOG04531:	5821.PBANKA_123560 352914.XP_730842.1
NOG04532:	5821.PBANKA_131800 352914.XP_727636.1
NOG04533:	352914.XP_725426.1 5821.PBANKA_040370
NOG04534:	5821.PBANKA_031030 352914.XP_730941.1
NOG04535:	352914.XP_726192.1 5821.PBANKA_111870
NOG04536:	352914.XP_731053.1 5821.PBANKA_135490
NOG04537:	5821.PBANKA_100290 352914.XP_724680.1
NOG04538:	352914.XP_731012.1 5821.PBANKA_134950
NOG04539:	352914.XP_726325.1 5821.PBANKA_124380
NOG04540:	352914.XP_730356.1 5821.PBANKA_103490
NOG04541:	5821.PBANKA_135450 352914.XP_729142.1
NOG04542:	5821.PBANKA_122610 352914.XP_727024.1
NOG04543:	352914.XP_730668.1 5821.PBANKA_143090
NOG04544:	5821.PBANKA_101280 352914.XP_724308.1
NOG04545:	352914.XP_728959.1 5821.PBANKA_135590
NOG04546:	5821.PBANKA_070980 352914.XP_728345.1
NOG04547:	352914.XP_727415.1 5821.PBANKA_131890
NOG04548:	352914.XP_728322.1 5821.PBANKA_121340
NOG04549:	352914.XP_724555.1 5821.PBANKA_122800
NOG04550:	352914.XP_729913.1 5821.PBANKA_133150
NOG04551:	352914.XP_725465.1 5821.PBANKA_121900
NOG04552:	5821.PBANKA_113320 352914.XP_730212.1
NOG04553:	352914.XP_724280.1 5821.PBANKA_103150
NOG04554:	5821.PBANKA_110360 352914.XP_724295.1
NOG04555:	352914.XP_731245.1 5821.PBANKA_110920
NOG04556:	352914.XP_729774.1 5821.PBANKA_040620
NOG04557:	5821.PBANKA_000380 352914.XP_730682.1 5821.PBANKA_072240 5821.PBANKA_060010 352914.XP_724398.1 5821.PBANKA_104040 352914.XP_730408.1
NOG04558:	352914.XP_725618.1 5821.PBANKA_050380
NOG04559:	5821.PBANKA_145510 352914.XP_729265.1
NOG04560:	5821.PBANKA_130510 352914.XP_725771.1
NOG04561:	352914.XP_728230.1 5821.PBANKA_061970
NOG04562:	352914.XP_726866.1 5821.PBANKA_135080
NOG04563:	5821.PBANKA_103520 352914.XP_728507.1
NOG04564:	352914.XP_729955.1 5821.PBANKA_021110
NOG04565:	5821.PBANKA_111590 352914.XP_729800.1
NOG04566:	5821.PBANKA_132420 352914.XP_729555.1
NOG04567:	5821.PBANKA_104030 352914.XP_731072.1 352914.XP_727330.1 352914.XP_727401.1 5821.PBANKA_110050 352914.XP_729741.1
NOG04568:	352914.XP_724704.1 5821.PBANKA_082900
NOG04569:	5821.PBANKA_072060 352914.XP_730295.1
NOG04570:	5821.PBANKA_082030 352914.XP_725778.1
NOG04571:	5821.PBANKA_142190 352914.XP_730829.1
NOG04572:	5821.PBANKA_132240 352914.XP_725911.1
NOG04573:	352914.XP_731241.1 5821.PBANKA_010260
NOG04574:	5821.PBANKA_122890 352914.XP_728622.1
NOG04575:	352914.XP_724856.1 5821.PBANKA_041610
NOG04576:	352914.XP_730367.1 5821.PBANKA_081500
NOG04577:	352914.XP_728930.1 5821.PBANKA_102350
NOG04578:	5821.PBANKA_100790 352914.XP_730180.1
NOG04579:	5821.PBANKA_040110 352914.XP_727241.1
NOG04580:	5821.PBANKA_080010 352914.XP_727816.1
NOG04581:	352914.XP_730154.1 5821.PBANKA_041200
NOG04582:	5821.PBANKA_134870 352914.XP_729174.1
NOG04583:	352914.XP_730972.1 5821.PBANKA_140080
NOG04584:	5821.PBANKA_010740 352914.XP_728979.1
NOG04585:	352914.XP_725053.1 5821.PBANKA_123870
NOG04586:	352914.XP_730041.1 5821.PBANKA_101330
NOG04587:	352914.XP_729100.1 5821.PBANKA_121120
NOG04588:	352914.XP_725243.1 5821.PBANKA_020480
NOG04589:	352914.XP_727811.1 5821.PBANKA_113710
NOG04590:	352914.XP_729503.1 5821.PBANKA_146480
NOG04591:	5821.PBANKA_122200 352914.XP_729723.1
NOG04592:	352914.XP_724965.1 5821.PBANKA_112610
NOG04593:	352914.XP_731065.1 5821.PBANKA_011120
NOG04594:	5821.PBANKA_100380 352914.XP_725517.1
NOG04595:	352914.XP_729729.1 5821.PBANKA_141610
NOG04596:	5821.PBANKA_134750 352914.XP_726226.1
NOG04597:	5821.PBANKA_130320 352914.XP_724105.1
NOG04598:	5821.PBANKA_103390 352914.XP_729477.1
NOG04599:	352914.XP_726533.1 5821.PBANKA_131270
NOG04600:	352914.XP_727057.1 5821.PBANKA_145770
NOG04601:	352914.XP_724656.1 5821.PBANKA_071940
NOG04602:	352914.XP_727729.1 5821.PBANKA_092620
NOG04603:	352914.XP_725097.1 5821.PBANKA_133890
NOG04604:	352914.XP_724401.1 5821.PBANKA_020920
NOG04605:	5821.PBANKA_041720 352914.XP_728873.1
NOG04606:	352914.XP_727844.1 5821.PBANKA_103710
NOG04607:	352914.XP_725692.1 5821.PBANKA_090250
NOG04608:	5821.PBANKA_133050 352914.XP_726052.1
NOG04609:	5821.PBANKA_100840 352914.XP_730174.1
NOG04610:	5821.PBANKA_091930 352914.XP_725360.1
NOG04611:	352914.XP_730363.1 5821.PBANKA_081470
NOG04612:	5821.PBANKA_091570 352914.XP_726514.1
NOG04613:	5821.PBANKA_135260 352914.XP_727690.1
NOG04614:	352914.XP_724079.1 5821.PBANKA_124110
NOG04615:	5821.PBANKA_021190 352914.XP_729213.1
NOG04616:	352914.XP_726328.1 5821.PBANKA_113910
NOG04617:	352914.XP_726072.1 5821.PBANKA_010580
NOG04618:	352914.XP_725164.1 5821.PBANKA_144240
NOG04619:	352914.XP_727521.1 5821.PBANKA_062240
NOG04620:	5821.PBANKA_080270 352914.XP_724400.1
NOG04621:	5821.PBANKA_062200 352914.XP_729398.1
NOG04622:	5821.PBANKA_011090 352914.XP_731068.1
NOG04623:	5821.PBANKA_041400 352914.XP_731463.1
NOG04624:	5821.PBANKA_040710 352914.XP_730214.1
NOG04625:	352914.XP_729038.1 5821.PBANKA_021220
NOG04626:	5821.PBANKA_082780 352914.XP_730859.1
NOG04627:	352914.XP_726603.1 5821.PBANKA_080240
NOG04628:	352914.XP_727732.1 5821.PBANKA_093870
NOG04629:	5821.PBANKA_092210 352914.XP_728420.1
NOG04630:	5821.PBANKA_051080 352914.XP_729823.1
NOG04631:	352914.XP_728103.1 5821.PBANKA_092700
NOG04632:	5821.PBANKA_133780 352914.XP_725074.1
NOG04633:	352914.XP_726308.1 5821.PBANKA_144030
NOG04634:	5821.PBANKA_051570 352914.XP_724877.1
NOG04635:	352914.XP_725709.1 5821.PBANKA_103860
NOG04636:	5821.PBANKA_020980 352914.XP_724013.1
NOG04637:	5821.PBANKA_020560 352914.XP_726773.1
NOG04638:	352914.XP_730544.1 5821.PBANKA_130170
NOG04639:	352914.XP_724352.1 5821.PBANKA_061230
NOG04640:	352914.XP_729827.1 5821.PBANKA_131410
NOG04641:	352914.XP_723783.1 5821.PBANKA_082180
NOG04642:	352914.XP_725843.1 5821.PBANKA_020520
NOG04643:	352914.XP_727347.1 5821.PBANKA_113530
NOG04644:	352914.XP_725440.1 5821.PBANKA_030400
NOG04645:	5821.PBANKA_060840 352914.XP_723637.1
NOG04646:	5821.PBANKA_082450 352914.XP_730272.1
NOG04647:	352914.XP_727535.1 5821.PBANKA_131580
NOG04648:	5821.PBANKA_030610 352914.XP_724064.1
NOG04649:	5821.PBANKA_134240 352914.XP_730587.1
NOG04650:	352914.XP_726399.1 5821.PBANKA_130130
NOG04651:	5821.PBANKA_145000 352914.XP_728022.1
NOG04652:	5821.PBANKA_082250 352914.XP_724999.1
NOG04653:	5821.PBANKA_135990 352914.XP_728856.1
NOG04654:	352914.XP_727096.1 5821.PBANKA_092370
NOG04655:	5821.PBANKA_080090 352914.XP_730192.1
NOG04656:	5821.PBANKA_100180 352914.XP_729083.1
NOG04657:	5821.PBANKA_141730 352914.XP_731267.1
NOG04658:	5821.PBANKA_091500 352914.XP_729363.1
NOG04659:	352914.XP_730181.1 5821.PBANKA_100780
NOG04660:	5821.PBANKA_133290 352914.XP_729491.1
NOG04661:	5821.PBANKA_051530 352914.XP_726549.1
NOG04662:	5821.PBANKA_135920 352914.XP_729068.1
NOG04663:	352914.XP_730529.1 5821.PBANKA_010670
NOG04664:	5821.PBANKA_062000 352914.XP_730138.1
NOG04665:	352914.XP_728928.1 5821.PBANKA_102330
NOG04666:	5821.PBANKA_122930 352914.XP_725950.1
NOG04667:	352914.XP_730802.1 5821.PBANKA_071830
NOG04668:	352914.XP_724577.1 5821.PBANKA_060120
NOG04669:	5821.PBANKA_145890 352914.XP_728797.1
NOG04670:	352914.XP_728875.1 5821.PBANKA_041740
NOG04671:	352914.XP_729857.1 5821.PBANKA_122020
NOG04672:	5821.PBANKA_061910 352914.XP_726653.1
NOG04673:	5821.PBANKA_100620 352914.XP_724485.1
NOG04674:	352914.XP_723685.1 5821.PBANKA_040280
NOG04675:	352914.XP_729532.1 5821.PBANKA_134150
NOG04676:	352914.XP_729587.1 5821.PBANKA_122910
NOG04677:	5821.PBANKA_020970 352914.XP_724014.1
NOG04678:	352914.XP_724684.1 5821.PBANKA_010860
NOG04679:	352914.XP_729728.1 5821.PBANKA_141620
NOG04680:	5821.PBANKA_052260 352914.XP_726037.1
NOG04681:	5821.PBANKA_071240 352914.XP_726562.1
NOG04682:	352914.XP_726809.1 5821.PBANKA_135740
NOG04683:	352914.XP_726494.1 5821.PBANKA_093360
NOG04684:	352914.XP_726552.1 5821.PBANKA_121320
NOG04685:	352914.XP_727972.1 5821.PBANKA_070160
NOG04686:	352914.XP_728895.1 5821.PBANKA_142650
NOG04687:	352914.XP_725016.1 5821.PBANKA_132560
NOG04688:	352914.XP_729421.1 5821.PBANKA_103120
NOG04689:	5821.PBANKA_101570 352914.XP_726293.1
NOG04690:	352914.XP_729089.1 5821.PBANKA_040180
NOG04691:	5821.PBANKA_072010 352914.XP_727396.1
NOG04692:	5821.PBANKA_094400 352914.XP_726110.1
NOG04693:	5821.PBANKA_112660 352914.XP_730624.1
NOG04694:	5821.PBANKA_031080 352914.XP_724156.1
NOG04695:	352914.XP_730851.1 5821.PBANKA_146230
NOG04696:	5821.PBANKA_143940 352914.XP_724747.1
NOG04697:	352914.XP_725782.1 5821.PBANKA_082000
NOG04698:	352914.XP_724020.1 5821.PBANKA_080360
NOG04699:	352914.XP_728380.1 5821.PBANKA_136030
NOG04700:	5821.PBANKA_110580 352914.XP_726432.1
NOG04701:	352914.XP_729162.1 5821.PBANKA_080520
NOG04702:	352914.XP_728173.1 5821.PBANKA_020830
NOG04703:	352914.XP_731125.1 5821.PBANKA_051720
NOG04704:	352914.XP_724277.1 5821.PBANKA_103180
NOG04705:	5821.PBANKA_134380 352914.XP_729333.1
NOG04706:	352914.XP_724456.1 5821.PBANKA_112260
NOG04707:	352914.XP_725988.1 5821.PBANKA_132330
NOG04708:	352914.XP_730011.1 5821.PBANKA_134890
NOG04709:	352914.XP_726056.1 5821.PBANKA_100930
NOG04710:	5821.PBANKA_141990 352914.XP_729684.1
NOG04711:	352914.XP_729563.1 5821.PBANKA_134840
NOG04712:	5821.PBANKA_083220 352914.XP_728585.1
NOG04713:	352914.XP_727746.1 5821.PBANKA_091430
NOG04714:	5821.PBANKA_136320 352914.XP_726084.1
NOG04715:	5821.PBANKA_112730 352914.XP_727003.1
NOG04716:	5821.PBANKA_101530 352914.XP_726297.1
NOG04717:	5821.PBANKA_070350 352914.XP_726793.1
NOG04718:	5821.PBANKA_091030 352914.XP_724759.1
NOG04719:	352914.XP_730440.1 5821.PBANKA_140590
NOG04720:	352914.XP_724294.1 5821.PBANKA_144190
NOG04721:	352914.XP_727304.1 5821.PBANKA_143550
NOG04722:	352914.XP_727880.1 5821.PBANKA_136480
NOG04723:	352914.XP_727036.1 5821.PBANKA_134470
NOG04724:	5821.PBANKA_070250 352914.XP_726288.1
NOG04725:	5821.PBANKA_041210 352914.XP_730155.1
NOG04726:	5821.PBANKA_120200 352914.XP_724620.1
NOG04727:	5821.PBANKA_144940 352914.XP_723667.1
NOG04728:	352914.XP_724576.1 5821.PBANKA_060110
NOG04729:	5821.PBANKA_111100 352914.XP_724523.1
NOG04730:	5821.PBANKA_140140 352914.XP_724123.1
NOG04731:	352914.XP_723932.1 5821.PBANKA_124160
NOG04732:	352914.XP_725394.1 5821.PBANKA_091380
NOG04733:	352914.XP_729194.1 5821.PBANKA_020410
NOG04734:	352914.XP_727184.1 5821.PBANKA_143390
NOG04735:	352914.XP_725836.1 5821.PBANKA_060380
NOG04736:	5821.PBANKA_092870 352914.XP_726366.1
NOG04737:	5821.PBANKA_130420 352914.XP_724579.1
NOG04738:	5821.PBANKA_120630 352914.XP_726778.1
NOG04739:	352914.XP_730359.1 5821.PBANKA_061090
NOG04740:	5821.PBANKA_134970 352914.XP_731014.1
NOG04741:	5821.PBANKA_082680 352914.XP_726748.1
NOG04742:	5821.PBANKA_131590 352914.XP_727534.1
NOG04743:	352914.XP_729691.1 5821.PBANKA_010120
NOG04744:	352914.XP_726499.1 5821.PBANKA_093410
NOG04745:	5821.PBANKA_100820 352914.XP_730176.1
NOG04746:	5821.PBANKA_141230 352914.XP_729712.1
NOG04747:	352914.XP_727404.1 5821.PBANKA_113800
NOG04748:	352914.XP_730437.1 5821.PBANKA_140610
NOG04749:	5821.PBANKA_114220 352914.XP_725650.1
NOG04750:	352914.XP_724840.1 5821.PBANKA_113590
NOG04751:	5821.PBANKA_051330 352914.XP_729930.1
NOG04752:	5821.PBANKA_111330 352914.XP_730750.1
NOG04753:	5821.PBANKA_040410 352914.XP_730557.1
NOG04754:	5821.PBANKA_050510 352914.XP_724888.1
NOG04755:	352914.XP_724947.1 5821.PBANKA_111310
NOG04756:	5821.PBANKA_071190 352914.XP_726754.1
NOG04757:	352914.XP_725262.1 5821.PBANKA_113160
NOG04758:	352914.XP_729663.1 5821.PBANKA_082290
NOG04759:	5821.PBANKA_145590 352914.XP_724357.1
NOG04760:	352914.XP_726250.1 5821.PBANKA_080160
NOG04761:	352914.XP_724968.1 5821.PBANKA_112590
NOG04762:	352914.XP_730233.1 5821.PBANKA_146040
NOG04763:	352914.XP_724580.1 5821.PBANKA_130400
NOG04764:	352914.XP_729714.1 5821.PBANKA_141220
NOG04765:	352914.XP_724795.1 5821.PBANKA_123530
NOG04766:	5821.PBANKA_131960 352914.XP_729361.1
NOG04767:	352914.XP_729657.1 5821.PBANKA_102090
NOG04768:	352914.XP_724903.1 5821.PBANKA_040250
NOG04769:	5821.PBANKA_090820 352914.XP_726002.1
NOG04770:	352914.XP_726810.1 5821.PBANKA_135750
NOG04771:	5821.PBANKA_143870 352914.XP_727448.1
NOG04772:	352914.XP_730339.1 5821.PBANKA_061690
NOG04773:	5821.PBANKA_040160 352914.XP_726114.1
NOG04774:	5821.PBANKA_134880 352914.XP_729173.1
NOG04775:	5821.PBANKA_010200 352914.XP_730480.1
NOG04776:	5821.PBANKA_143470 352914.XP_729681.1
NOG04777:	5821.PBANKA_114130 352914.XP_730776.1
NOG04778:	352914.XP_725831.1 5821.PBANKA_123220
NOG04779:	5821.PBANKA_135500 352914.XP_731052.1
NOG04780:	352914.XP_724199.1 5821.PBANKA_103060
NOG04781:	5821.PBANKA_131430 352914.XP_729829.1
NOG04782:	352914.XP_725892.1 5821.PBANKA_090920
NOG04783:	5821.PBANKA_140560 352914.XP_726088.1
NOG04784:	5821.PBANKA_080590 352914.XP_728071.1
NOG04785:	352914.XP_723912.1 5821.PBANKA_100950
NOG04786:	5821.PBANKA_021490 352914.XP_730610.1
NOG04787:	352914.XP_729244.1 5821.PBANKA_021360
NOG04788:	352914.XP_730317.1 5821.PBANKA_141510
NOG04789:	5821.PBANKA_100400 352914.XP_725515.1
NOG04790:	5821.PBANKA_142110 352914.XP_729034.1
NOG04791:	5821.PBANKA_101060 352914.XP_727667.1
NOG04792:	5821.PBANKA_140890 352914.XP_726716.1
NOG04793:	352914.XP_726079.1 5821.PBANKA_072100
NOG04794:	352914.XP_729905.1 5821.PBANKA_062050
NOG04795:	5821.PBANKA_010460 352914.XP_725813.1
NOG04796:	5821.PBANKA_092780 352914.XP_727593.1
NOG04797:	5821.PBANKA_050950 352914.XP_727821.1
NOG04798:	5821.PBANKA_122390 352914.XP_725879.1
NOG04799:	5821.PBANKA_071140 352914.XP_731041.1
NOG04800:	5821.PBANKA_041030 352914.XP_729517.1
NOG04801:	352914.XP_726214.1 5821.PBANKA_120680
NOG04802:	5821.PBANKA_124400 352914.XP_730706.1
NOG04803:	352914.XP_723804.1 5821.PBANKA_083320
NOG04804:	5821.PBANKA_111910 352914.XP_731238.1
NOG04805:	352914.XP_723809.1 5821.PBANKA_052430
NOG04806:	352914.XP_726395.1 5821.PBANKA_090970
NOG04807:	5821.PBANKA_121390 352914.XP_724941.1
NOG04808:	5821.PBANKA_040940 352914.XP_730373.1
NOG04809:	5821.PBANKA_081720 352914.XP_730001.1
NOG04810:	352914.XP_725920.1 5821.PBANKA_146150
NOG04811:	5821.PBANKA_080880 352914.XP_729792.1
NOG04812:	5821.PBANKA_131100 352914.XP_725220.1
NOG04813:	5821.PBANKA_100250 352914.XP_728475.1
NOG04814:	352914.XP_730088.1 5821.PBANKA_145430
NOG04815:	5821.PBANKA_145830 352914.XP_731155.1
NOG04816:	5821.PBANKA_071710 352914.XP_730065.1
NOG04817:	352914.XP_725787.1 5821.PBANKA_103210
NOG04818:	352914.XP_726132.1 5821.PBANKA_102970
NOG04819:	352914.XP_730064.1 5821.PBANKA_071720
NOG04820:	352914.XP_726739.1 5821.PBANKA_010010 5821.PBANKA_100040
NOG04821:	352914.XP_724231.1 352914.XP_724532.1 5821.PBANKA_124640 5821.PBANKA_146600
NOG04822:	352914.XP_723810.1 5821.PBANKA_093960
NOG04823:	352914.XP_730967.1 5821.PBANKA_091300
NOG04824:	352914.XP_724265.1 5821.PBANKA_121740
NOG04825:	5821.PBANKA_121310 352914.XP_728328.1
NOG04826:	352914.XP_730012.1 5821.PBANKA_134900
NOG04827:	5821.PBANKA_120160 352914.XP_727873.1
NOG04828:	5821.PBANKA_146560 352914.XP_731365.1 352914.XP_731340.1
NOG04829:	352914.XP_724550.1 5821.PBANKA_083080
NOG04830:	5821.PBANKA_011040 352914.XP_727180.1
NOG04831:	5821.PBANKA_141460 352914.XP_727220.1
NOG04832:	352914.XP_730638.1 5821.PBANKA_135180
NOG04833:	5821.PBANKA_010810 352914.XP_724767.1
NOG04834:	352914.XP_728102.1 5821.PBANKA_090340
NOG04835:	5821.PBANKA_060820 352914.XP_729633.1
NOG04836:	5821.PBANKA_030250 352914.XP_727618.1
NOG04837:	5821.PBANKA_041420 352914.XP_723751.1
NOG04838:	352914.XP_730855.1 5821.PBANKA_040760
NOG04839:	5821.PBANKA_071120 352914.XP_731039.1
NOG04840:	5821.PBANKA_103100 352914.XP_729419.1
NOG04841:	5821.PBANKA_090410 352914.XP_726467.1
NOG04842:	352914.XP_730157.1 5821.PBANKA_041230
NOG04843:	352914.XP_730906.1 5821.PBANKA_051220
NOG04844:	352914.XP_726151.1 5821.PBANKA_130240
NOG04845:	5821.PBANKA_082650 352914.XP_724093.1
NOG04846:	5821.PBANKA_090380 352914.XP_726463.1
NOG04847:	5821.PBANKA_143710 352914.XP_731205.1
NOG04848:	352914.XP_727143.1 5821.PBANKA_143830
NOG04849:	352914.XP_727227.1 5821.PBANKA_130360
NOG04850:	5821.PBANKA_102110 352914.XP_729659.1
NOG04851:	5821.PBANKA_072170 352914.XP_728106.1
NOG04852:	5821.PBANKA_143530 352914.XP_729607.1
NOG04853:	5821.PBANKA_100150 352914.XP_730329.1
NOG04854:	352914.XP_724222.1 5821.PBANKA_141980
NOG04855:	352914.XP_725526.1 5821.PBANKA_131230
NOG04856:	352914.XP_730813.1 5821.PBANKA_122400
NOG04857:	5821.PBANKA_121480 352914.XP_723705.1
NOG04858:	352914.XP_726077.1 5821.PBANKA_072080
NOG04859:	5821.PBANKA_030650 352914.XP_731173.1
NOG04860:	352914.XP_726816.1 5821.PBANKA_123410
NOG04861:	5821.PBANKA_041650 352914.XP_725494.1
NOG04862:	352914.XP_730596.1 5821.PBANKA_070740
NOG04863:	352914.XP_729330.1 5821.PBANKA_131050
NOG04864:	5821.PBANKA_113040 352914.XP_730225.1
NOG04865:	352914.XP_726452.1 5821.PBANKA_000630 352914.XP_731332.1
NOG04866:	352914.XP_728999.1 5821.PBANKA_101480
NOG04867:	352914.XP_724346.1 5821.PBANKA_100700
NOG04868:	352914.XP_723693.1 5821.PBANKA_090700
